NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100
Marion County,SC,050,3,5,45,067,1267092919,12712407,33062,14953
Marlboro County,SC,050,3,5,45,069,1242350170,14504245,28933,12072
Newberry County,SC,050,3,5,45,071,1631788278,44675199,37508,17922
Oconee County,SC,050,3,5,45,073,1622196811,122191920,74273,38763
Orangeburg County,SC,050,3,5,45,075,2864787762,56464867,92501,42504
Pickens County,SC,050,3,5,45,077,1285687489,40460184,119224,51244
Richland County,SC,050,3,5,45,079,1960797690,37925712,384504,161725
Saluda County,SC,050,3,5,45,081,1172690632,23419287,19875,9289
Spartanburg County,SC,050,3,5,45,083,2092518606,29310216,284307,122628
Sumter County,SC,050,3,5,45,085,1722512472,44079489,107456,46011
Union County,SC,050,3,5,45,087,1331696606,4805084,28961,14153
Williamsburg County,SC,050,3,5,45,089,2419459980,7469407,34423,15359
York County,SC,050,3,5,45,091,1762732402,39400683,226073,94196
Aurora County,SD,050,2,4,46,003,1834810993,11201377,2710,1324
Beadle County,SD,050,2,4,46,005,3260042792,15808033,17398,8304
Bennett County,SD,050,2,4,46,007,3068381373,15010867,3431,1263
Bon Homme County,SD,050,2,4,46,009,1459979006,46518947,7070,2931
Brookings County,SD,050,2,4,46,011,2051804629,32967600,31965,13137
Brown County,SD,050,2,4,46,013,4436601519,46541281,36531,16706
Brule County,SD,050,2,4,46,015,2116641810,75721218,5255,2433
Buffalo County,SD,050,2,4,46,017,1220880153,42362363,1912,609
Butte County,SD,050,2,4,46,019,5827210184,42730857,10110,4621
Campbell County,SD,050,2,4,46,021,1900214239,96243759,1466,980
Charles Mix County,SD,050,2,4,46,023,2842477063,136616767,9129,3849
Clark County,SD,050,2,4,46,025,2480181644,25627350,3691,1710
Clay County,SD,050,2,4,46,027,1067554320,13079349,13864,5639
Codington County,SD,050,2,4,46,029,1783194146,74251733,27227,12397
Corson County,SD,050,2,4,46,031,6396472290,155287260,4050,1540
Custer County,SD,050,2,4,46,033,4032615511,5482570,8216,4628
Davison County,SD,050,2,4,46,035,1128083214,3533764,19504,8852
Day County,SD,050,2,4,46,037,2662166065,163751226,5710,3630
Deuel County,SD,050,2,4,46,039,1612749834,36071554,4364,2204
Dewey County,SD,050,2,4,46,041,5963433068,369822155,5301,2002
Douglas County,SD,050,2,4,46,043,1118361831,4832944,3002,1439
Edmunds County,SD,050,2,4,46,045,2916212724,65038303,4071,1966
Fall River County,SD,050,2,4,46,047,4506359351,23911034,7094,4191
Faulk County,SD,050,2,4,46,049,2542720920,62704066,2364,1136
Grant County,SD,050,2,4,46,051,1764967869,15746365,7356,3526
Gregory County,SD,050,2,4,46,053,2628726426,99900067,4271,2503
Haakon County,SD,050,2,4,46,055,4689260217,42451846,1937,1013
Hamlin County,SD,050,2,4,46,057,1313721910,79873525,5903,2760
Hand County,SD,050,2,4,46,059,3720811266,9237228,3431,1815
Hanson County,SD,050,2,4,46,061,1125383169,2232493,3331,1177
Harding County,SD,050,2,4,46,063,6918829169,16956332,1255,731
Hughes County,SD,050,2,4,46,065,1920631032,153258012,17022,7623
Hutchinson County,SD,050,2,4,46,067,2105412805,3928767,7343,3351
Hyde County,SD,050,2,4,46,069,2228747897,14541548,1420,708
Jackson County,SD,050,2,4,46,071,4827514117,19097720,3031,1193
Jerauld County,SD,050,2,4,46,073,1362937167,16668604,2071,1070
Jones County,SD,050,2,4,46,075,2511453417,3147179,1006,589
Kingsbury County,SD,050,2,4,46,077,2155481343,81655076,5148,2720
Lake County,SD,050,2,4,46,079,1458881294,30781776,11200,5559
Lawrence County,SD,050,2,4,46,081,2072081513,713642,24097,12756
Lincoln County,SD,050,2,4,46,083,1495144520,1217724,44828,17875
Lyman County,SD,050,2,4,46,085,4252595025,167669922,3755,1704
McCook County,SD,050,2,4,46,087,1487182118,6898514,5618,2491
McPherson County,SD,050,2,4,46,089,2943893701,38569614,2459,1418
Marshall County,SD,050,2,4,46,091,2170582034,124728714,4656,2534
Meade County,SD,050,2,4,46,093,8989806533,30728963,25434,11000
Mellette County,SD,050,2,4,46,095,3385906793,9219683,2048,838
Miner County,SD,050,2,4,46,097,1477098731,4196127,2389,1308
Minnehaha County,SD,050,2,4,46,099,2090501559,17395122,169468,71557
Moody County,SD,050,2,4,46,101,1345204308,3679400,6486,2824
Pennington County,SD,050,2,4,46,103,7191239757,19966766,100948,44949
Perkins County,SD,050,2,4,46,105,7434504648,50539670,2982,1739
Potter County,SD,050,2,4,46,107,2230341155,97192749,2329,1500
Roberts County,SD,050,2,4,46,109,2851684211,89947260,10149,4905
Sanborn County,SD,050,2,4,46,111,1474533498,2992621,2355,1172
Shannon County,SD,050,2,4,46,113,5423170067,7126231,13586,3593
Spink County,SD,050,2,4,46,115,3895148120,15062276,6415,3139
Stanley County,SD,050,2,4,46,117,3741062251,188383699,2966,1387
Sully County,SD,050,2,4,46,119,2607645054,164383562,1373,845
Todd County,SD,050,2,4,46,121,3596342315,5854569,9612,3142
Tripp County,SD,050,2,4,46,123,4176215610,13272789,5644,3072
Turner County,SD,050,2,4,46,125,1598169823,1650289,8347,3939
Union County,SD,050,2,4,46,127,1192797818,17060467,14399,6280
Walworth County,SD,050,2,4,46,129,1835343493,93214930,5438,3003
Yankton County,SD,050,2,4,46,135,1349807412,28629262,22438,9652
Ziebach County,SD,050,2,4,46,137,5079670231,24212483,2801,987
Anderson County,TN,050,3,6,47,001,873245292,19771988,75129,34717
Bedford County,TN,050,3,6,47,003,1226710123,2983154,45058,18360
Benton County,TN,050,3,6,47,005,1020822586,109009079,16489,8975
Bledsoe County,TN,050,3,6,47,007,1052635810,838365,12876,5718
Blount County,TN,050,3,6,47,009,1447041818,20307831,123010,55266
Bradley County,TN,050,3,6,47,011,851489045,6959355,98963,41395
Campbell County,TN,050,3,6,47,013,1243689525,46503453,40716,19966
Cannon County,TN,050,3,6,47,015,687991703,156872,13801,6037
Carroll County,TN,050,3,6,47,017,1552055889,2144122,28522,13184
Carter County,TN,050,3,6,47,019,883711484,16656931,57424,27746
Cheatham County,TN,050,3,6,47,021,783308267,11964151,39105,15663
Chester County,TN,050,3,6,47,023,740052043,575590,17131,6980
Claiborne County,TN,050,3,6,47,025,1125555951,18116086,32213,14859
Clay County,TN,050,3,6,47,027,612626617,59071040,7861,4282
Cocke County,TN,050,3,6,47,029,1125518964,22196995,35662,17459
Coffee County,TN,050,3,6,47,031,1110993322,14496456,52796,23434
Crockett County,TN,050,3,6,47,033,687731312,529234,14586,6425
Cumberland County,TN,050,3,6,47,035,1763847584,9825917,56053,28151
Davidson County,TN,050,3,6,47,037,1305438546,56749226,626681,283978
Decatur County,TN,050,3,6,47,039,864654041,28588845,11757,6873
DeKalb County,TN,050,3,6,47,041,788253896,63816416,18723,9405
Dickson County,TN,050,3,6,47,043,1268824458,3688818,49666,20820
Dyer County,TN,050,3,6,47,045,1326920403,36780572,38335,16703
Fayette County,TN,050,3,6,47,047,1825386659,3762451,38413,15669
Fentress County,TN,050,3,6,47,049,1291399079,829338,17959,8961
Franklin County,TN,050,3,6,47,051,1436257485,54890094,41052,18697
Gibson County,TN,050,3,6,47,053,1561094821,2353199,49683,21999
Giles County,TN,050,3,6,47,055,1582292854,642569,29485,13844
Grainger County,TN,050,3,6,47,057,726751601,56614954,22657,10894
Greene County,TN,050,3,6,47,059,1611399661,5056718,68831,32025
Grundy County,TN,050,3,6,47,061,933778866,1522451,13703,6397
Hamblen County,TN,050,3,6,47,063,417450989,37877929,62544,26963
Hamilton County,TN,050,3,6,47,065,1404890184,86631783,336463,151107
Hancock County,TN,050,3,6,47,067,575858117,2984311,6819,3624
Hardeman County,TN,050,3,6,47,069,1729510170,6768412,27253,10851
Hardin County,TN,050,3,6,47,071,1495246952,49148746,26026,13946
Hawkins County,TN,050,3,6,47,073,1261259454,32691660,56833,26870
Haywood County,TN,050,3,6,47,075,1380753077,2457129,18787,8315
Henderson County,TN,050,3,6,47,077,1346982937,15049181,27769,12776
Henry County,TN,050,3,6,47,079,1455823082,81118140,32330,17054
Hickman County,TN,050,3,6,47,081,1586365395,332916,24690,10311
Houston County,TN,050,3,6,47,083,518739541,17322109,8426,4188
Humphreys County,TN,050,3,6,47,085,1375232049,66620771,18538,8865
Jackson County,TN,050,3,6,47,087,798545703,29019623,11638,5843
Jefferson County,TN,050,3,6,47,089,709858548,104186904,51407,23499
Johnson County,TN,050,3,6,47,091,773046157,11001626,18244,8956
Knox County,TN,050,3,6,47,093,1316271254,45715161,432226,194949
Lake County,TN,050,3,6,47,095,429379130,72802129,7832,2598
Lauderdale County,TN,050,3,6,47,097,1222453808,92173871,27815,11256
Lawrence County,TN,050,3,6,47,099,1598355330,2229584,41869,18177
Lewis County,TN,050,3,6,47,101,730608109,1031587,12161,5470
Lincoln County,TN,050,3,6,47,103,1477169515,990366,33361,15241
Loudon County,TN,050,3,6,47,105,593665426,47019542,48556,21725
McMinn County,TN,050,3,6,47,107,1114018337,5331264,52266,23341
McNairy County,TN,050,3,6,47,109,1457801922,1947871,26075,11933
Macon County,TN,050,3,6,47,111,795498380,246691,22248,9861
Madison County,TN,050,3,6,47,113,1442926509,3908964,98294,41877
Marion County,TN,050,3,6,47,115,1290227262,36501967,28237,12954
Marshall County,TN,050,3,6,47,117,972437127,1801806,30617,13119
Maury County,TN,050,3,6,47,119,1588021250,6319194,80956,35254
Meigs County,TN,050,3,6,47,121,505362806,56013385,11753,5628
Monroe County,TN,050,3,6,47,123,1646104693,44013070,44519,20787
Montgomery County,TN,050,3,6,47,125,1396461566,12050596,172331,70098
Moore County,TN,050,3,6,47,127,334684959,3093426,6362,2915
Morgan County,TN,050,3,6,47,129,1352440400,809723,21987,8920
Obion County,TN,050,3,6,47,131,1410839429,27916074,31807,14659
Overton County,TN,050,3,6,47,133,1122714642,3500016,22083,10295
Perry County,TN,050,3,6,47,135,1074148474,21084076,7915,4599
Pickett County,TN,050,3,6,47,137,422113383,29822854,5077,3462
Polk County,TN,050,3,6,47,139,1125806416,19834205,16825,7991
Putnam County,TN,050,3,6,47,141,1038852585,3784351,72321,31882
Rhea County,TN,050,3,6,47,143,816822960,54463425,31809,14365
Roane County,TN,050,3,6,47,145,934229744,88755772,54181,25716
Robertson County,TN,050,3,6,47,147,1233577495,451694,66283,26086
Rutherford County,TN,050,3,6,47,149,1604145428,12143221,262604,102968
Scott County,TN,050,3,6,47,151,1378642788,2414259,22228,9910
Sequatchie County,TN,050,3,6,47,153,688567749,481448,14112,6368
Sevier County,TN,050,3,6,47,155,1534567408,13514945,89889,55918
Shelby County,TN,050,3,6,47,157,1976612450,56576401,927644,398274
Smith County,TN,050,3,6,47,159,814004493,28706391,19166,8529
Stewart County,TN,050,3,6,47,161,1189659929,87232255,13324,6778
Sullivan County,TN,050,3,6,47,163,1070605281,42330294,156823,73760
Sumner County,TN,050,3,6,47,165,1371267673,35658276,160645,65968
Tipton County,TN,050,3,6,47,167,1187161824,38714600,61081,23199
Trousdale County,TN,050,3,6,47,169,295758787,6345335,7870,3368
Unicoi County,TN,050,3,6,47,171,482165202,850686,18313,8830
Union County,TN,050,3,6,47,173,578990181,61092965,19109,8958
Van Buren County,TN,050,3,6,47,175,708142475,2893424,5548,2663
Warren County,TN,050,3,6,47,177,1120635730,3508343,39839,17821
Washington County,TN,050,3,6,47,179,845539916,8632655,122979,57254
Wayne County,TN,050,3,6,47,181,1901310603,4023299,17021,7287
Weakley County,TN,050,3,6,47,183,1503135455,3679548,35021,15495
White County,TN,050,3,6,47,185,975578971,7128063,25841,11511
Williamson County,TN,050,3,6,47,187,1508925443,3028823,183182,68498
Wilson County,TN,050,3,6,47,189,1478433235,32037460,113993,45568
Anderson County,TX,050,3,7,48,001,2752126295,39884082,58458,20116
Andrews County,TX,050,3,7,48,003,3886829704,957046,14786,5814
Angelina County,TX,050,3,7,48,005,2066235308,173343492,86771,35589
Aransas County,TX,050,3,7,48,007,652868851,714621093,23158,15355
Archer County,TX,050,3,7,48,009,2339043608,57777594,9054,4107
Armstrong County,TX,050,3,7,48,011,2354581881,12219756,1901,904
Atascosa County,TX,050,3,7,48,013,3158604888,4995763,44911,17631
Austin County,TX,050,3,7,48,015,1674448899,25577195,28417,12926
Bailey County,TX,050,3,7,48,017,2141394831,1771770,7165,2784
Bandera County,TX,050,3,7,48,019,2048578865,17288401,20485,11561
Bastrop County,TX,050,3,7,48,021,2300298811,19154980,74171,29316
Baylor County,TX,050,3,7,48,023,2246766775,86983599,3726,2665
Bee County,TX,050,3,7,48,025,2279809490,246410,31861,10649
Bell County,TX,050,3,7,48,027,2722118322,95364952,310235,125470
Bexar County,TX,050,3,7,48,029,3211119983,42127509,1714773,662872
Blanco County,TX,050,3,7,48,031,1836951743,10814611,10497,5532
Borden County,TX,050,3,7,48,033,2324365341,22297741,641,385
Bosque County,TX,050,3,7,48,035,2545902347,50672066,18212,9623
Bowie County,TX,050,3,7,48,037,2292153748,98320026,92565,38493
Brazoria County,TX,050,3,7,48,039,3516429692,649792694,313166,118336
Brazos County,TX,050,3,7,48,041,1516296157,15002941,194851,77700
Brewster County,TX,050,3,7,48,043,16015795085,22064004,9232,5383
Briscoe County,TX,050,3,7,48,045,2330990994,4068667,1637,953
Brooks County,TX,050,3,7,48,047,2443301936,741628,7223,3239
Brown County,TX,050,3,7,48,049,2446070964,32428770,38106,18287
Burleson County,TX,050,3,7,48,051,1706870641,46064657,17187,8832
Burnet County,TX,050,3,7,48,053,2575116582,69940565,42750,20870
Caldwell County,TX,050,3,7,48,055,1412208030,4933872,38066,13759
Calhoun County,TX,050,3,7,48,057,1312710613,1361907833,21381,11410
Callahan County,TX,050,3,7,48,059,2329363248,4898788,13544,6549
Cameron County,TX,050,3,7,48,061,2307478146,998531503,406220,141924
Camp County,TX,050,3,7,48,063,507188128,19183611,12401,5656
Carson County,TX,050,3,7,48,065,2383359553,10064255,6182,2784
Cass County,TX,050,3,7,48,067,2426723555,60499735,30464,14379
Castro County,TX,050,3,7,48,069,2316572704,12585110,8062,3166
Chambers County,TX,050,3,7,48,071,1546578832,709774725,35096,13291
Cherokee County,TX,050,3,7,48,073,2727030862,24032104,50845,20859
Childress County,TX,050,3,7,48,075,1803680222,44835136,7041,2883
Clay County,TX,050,3,7,48,077,2819774443,72604292,10752,5150
Cochran County,TX,050,3,7,48,079,2007629814,229068,3127,1360
Coke County,TX,050,3,7,48,081,2360695668,42789532,3320,2667
Coleman County,TX,050,3,7,48,083,3268424436,50472266,8895,5543
Collin County,TX,050,3,7,48,085,2178761906,116235513,782341,300960
Collingsworth County,TX,050,3,7,48,087,2378750619,2279238,3057,1616
Colorado County,TX,050,3,7,48,089,2487097169,34737183,20874,10527
Comal County,TX,050,3,7,48,091,1449037063,39890210,108472,47108
Comanche County,TX,050,3,7,48,093,2428770746,25718019,13974,7223
Concho County,TX,050,3,7,48,095,2548028356,25624151,4087,1637
Cooke County,TX,050,3,7,48,097,2265615780,61333893,38437,16606
Coryell County,TX,050,3,7,48,099,2724838887,12145955,75388,25178
Cottle County,TX,050,3,7,48,101,2332448314,2724070,1505,968
Crane County,TX,050,3,7,48,103,2033318846,1696040,4375,1632
Crockett County,TX,050,3,7,48,105,7270944161,53329,3719,1866
Crosby County,TX,050,3,7,48,107,2331501397,3873555,6059,2902
Culberson County,TX,050,3,7,48,109,9875100057,556184,2398,1137
Dallam County,TX,050,3,7,48,111,3893423598,5182951,6703,2827
Dallas County,TX,050,3,7,48,113,2256602704,96696353,2368139,943257
Dawson County,TX,050,3,7,48,115,2331781493,4720787,13833,5220
Deaf Smith County,TX,050,3,7,48,117,3876869424,3926829,19372,7077
Delta County,TX,050,3,7,48,119,665173912,54666393,5231,2458
Denton County,TX,050,3,7,48,121,2275129231,193070701,662614,256139
DeWitt County,TX,050,3,7,48,123,2354235330,3919957,20097,9176
Dickens County,TX,050,3,7,48,125,2335454793,9057830,2444,1282
Dimmit County,TX,050,3,7,48,127,3441794213,14576915,9996,4350
Donley County,TX,050,3,7,48,129,2400623352,15954077,3677,2142
Duval County,TX,050,3,7,48,131,4645094317,5478267,11782,5523
Eastland County,TX,050,3,7,48,133,2399599329,14047789,18583,10258
Ector County,TX,050,3,7,48,135,2324999033,10597635,137130,53027
Edwards County,TX,050,3,7,48,137,5485225839,5199824,2002,1606
Ellis County,TX,050,3,7,48,139,2422900216,42114894,149610,54365
El Paso County,TX,050,3,7,48,141,2622862905,5871209,800647,270307
Erath County,TX,050,3,7,48,143,2805141510,17445041,37890,16987
Falls County,TX,050,3,7,48,145,1982590781,21648086,17866,7724
Fannin County,TX,050,3,7,48,147,2307256396,20841602,33915,14191
Fayette County,TX,050,3,7,48,149,2460509670,25381852,24554,13868
Fisher County,TX,050,3,7,48,151,2328245716,7284133,3974,2212
Floyd County,TX,050,3,7,48,153,2569637321,983740,6446,3004
Foard County,TX,050,3,7,48,155,1824378528,8514811,1336,789
Fort Bend County,TX,050,3,7,48,157,2231225129,61796736,585375,197030
Franklin County,TX,050,3,7,48,159,736568975,26876088,10605,5770
Freestone County,TX,050,3,7,48,161,2273333089,36915821,19816,9265
Frio County,TX,050,3,7,48,163,2935750557,2193798,17217,5846
Gaines County,TX,050,3,7,48,165,3891133239,1262945,17526,6301
Galveston County,TX,050,3,7,48,167,979943275,1283210753,291309,132492
Garza County,TX,050,3,7,48,169,2313926862,7219081,6461,2237
Gillespie County,TX,050,3,7,48,171,2740760701,8978625,24837,12778
Glasscock County,TX,050,3,7,48,173,2331553028,2245419,1226,580
Goliad County,TX,050,3,7,48,175,2206706631,19049578,7210,3710
Gonzales County,TX,050,3,7,48,177,2762708316,8200952,19807,8794
Gray County,TX,050,3,7,48,179,2398261524,8700871,22535,10158
Grayson County,TX,050,3,7,48,181,2415950507,120105690,120877,53727
Gregg County,TX,050,3,7,48,183,707850624,6372935,121730,49514
Grimes County,TX,050,3,7,48,185,2039510046,36633143,26604,10917
Guadalupe County,TX,050,3,7,48,187,1842257555,9104439,131533,50015
Hale County,TX,050,3,7,48,189,2602115719,246684,36273,13541
Hall County,TX,050,3,7,48,191,2288233552,53366406,3353,1943
Hamilton County,TX,050,3,7,48,193,2165007849,1238631,8517,4566
Hansford County,TX,050,3,7,48,195,2382296710,1548341,5613,2338
Hardeman County,TX,050,3,7,48,197,1800337037,4549262,4139,2417
Hardin County,TX,050,3,7,48,199,2306558884,18091499,54635,22597
Harris County,TX,050,3,7,48,201,4411986582,191671993,4092459,1598698
Harrison County,TX,050,3,7,48,203,2330861809,40928811,65631,27704
Hartley County,TX,050,3,7,48,205,3786647934,3024145,6062,1946
Haskell County,TX,050,3,7,48,207,2339099141,18471286,5899,3443
Hays County,TX,050,3,7,48,209,1755954943,5037790,157107,59417
Hemphill County,TX,050,3,7,48,211,2347270276,15205614,3807,1629
Henderson County,TX,050,3,7,48,213,2262997188,193170040,78532,39595
Hidalgo County,TX,050,3,7,48,215,4068521768,31191087,774769,248287
Hill County,TX,050,3,7,48,217,2483445279,69557248,35089,16118
Hockley County,TX,050,3,7,48,219,2352723875,446121,22935,9293
Hood County,TX,050,3,7,48,221,1089456081,41924572,51182,24951
Hopkins County,TX,050,3,7,48,223,1986971988,66297428,35161,15029
Houston County,TX,050,3,7,48,225,3188040155,14673927,23732,11532
Howard County,TX,050,3,7,48,227,2333038341,8841951,35012,13124
Hudspeth County,TX,050,3,7,48,229,11838791961,2191046,3476,1527
Hunt County,TX,050,3,7,48,231,2176414426,108014750,86129,36704
Hutchinson County,TX,050,3,7,48,233,2298404081,19511584,22150,10629
Irion County,TX,050,3,7,48,235,2723534675,176316,1599,856
Jack County,TX,050,3,7,48,237,2358603193,24512768,9044,4095
Jackson County,TX,050,3,7,48,239,2148225451,71061093,14075,6590
Jasper County,TX,050,3,7,48,241,2431597700,79907584,35710,16798
Jeff Davis County,TX,050,3,7,48,243,5865171164,206209,2342,1613
Jefferson County,TX,050,3,7,48,245,2269593704,612154349,252273,104424
Jim Hogg County,TX,050,3,7,48,247,2942584159,92564,5300,2441
Jim Wells County,TX,050,3,7,48,249,2240251330,8739521,40838,16147
Johnson County,TX,050,3,7,48,251,1876943426,25308620,150934,56719
Jones County,TX,050,3,7,48,253,2404944484,22229321,20202,7422
Karnes County,TX,050,3,7,48,255,1936160430,15519492,14824,5650
Kaufman County,TX,050,3,7,48,257,2022000741,69829915,103350,38322
Kendall County,TX,050,3,7,48,259,1715745632,1496809,33410,14055
Kenedy County,TX,050,3,7,48,261,3777053964,1262537526,416,233
Kent County,TX,050,3,7,48,263,2337481857,1065244,808,552
Kerr County,TX,050,3,7,48,265,2857580696,10250172,49625,23831
Kimble County,TX,050,3,7,48,267,3240040898,493622,4607,3371
King County,TX,050,3,7,48,269,2359146771,6398129,286,186
Kinney County,TX,050,3,7,48,271,3522525947,13125082,3598,1940
Kleberg County,TX,050,3,7,48,273,2282577985,541040924,32061,12787
Knox County,TX,050,3,7,48,275,2203097010,12577629,3719,2044
Lamar County,TX,050,3,7,48,277,2349611989,67113408,49793,22481
Lamb County,TX,050,3,7,48,279,2631897591,3973761,13977,6128
Lampasas County,TX,050,3,7,48,281,1846247052,2833441,19677,8718
La Salle County,TX,050,3,7,48,283,3850510690,19539281,6886,2746
Lavaca County,TX,050,3,7,48,285,2511532178,1885412,19263,10344
Lee County,TX,050,3,7,48,287,1629142826,13168645,16612,7499
Leon County,TX,050,3,7,48,289,2779447286,19343049,16801,9509
Liberty County,TX,050,3,7,48,291,3000284900,46411807,75643,28759
Limestone County,TX,050,3,7,48,293,2344684360,72198941,23384,10536
Lipscomb County,TX,050,3,7,48,295,2414332816,298741,3302,1512
Live Oak County,TX,050,3,7,48,297,2692800935,101483813,11531,6065
Llano County,TX,050,3,7,48,299,2419137915,82419109,19301,14280
Loving County,TX,050,3,7,48,301,1732507837,20151864,82,50
Lubbock County,TX,050,3,7,48,303,2319591231,13211521,278831,115064
Lynn County,TX,050,3,7,48,305,2309924936,4169699,5915,2676
McCulloch County,TX,050,3,7,48,307,2759886938,20285000,8283,4302
McLennan County,TX,050,3,7,48,309,2686079968,59905775,234906,95124
McMullen County,TX,050,3,7,48,311,2951100162,44960041,707,485
Madison County,TX,050,3,7,48,313,1207102873,16493751,13664,5096
Marion County,TX,050,3,7,48,315,986475529,102154831,10546,6218
Martin County,TX,050,3,7,48,317,2369694111,1931847,4799,1852
Mason County,TX,050,3,7,48,319,2405588947,8834406,4012,2733
Matagorda County,TX,050,3,7,48,321,2849700666,1326679773,36702,18801
Maverick County,TX,050,3,7,48,323,3313264152,32425873,54258,17462
Medina County,TX,050,3,7,48,325,3432656186,23769485,46006,17991
Menard County,TX,050,3,7,48,327,2336245942,613559,2242,1702
Midland County,TX,050,3,7,48,329,2331764835,4533910,136872,54351
Milam County,TX,050,3,7,48,331,2633837445,12538897,24757,11305
Mills County,TX,050,3,7,48,333,1937987484,3902577,4936,2846
Mitchell County,TX,050,3,7,48,335,2359711652,12489897,9403,4064
Montague County,TX,050,3,7,48,337,2411034772,19087292,19719,10131
Montgomery County,TX,050,3,7,48,339,2698080682,91022528,455746,177647
Moore County,TX,050,3,7,48,341,2330188778,25718171,21904,7881
Morris County,TX,050,3,7,48,343,652637107,17394113,12934,6024
Motley County,TX,050,3,7,48,345,2562954830,642801,1210,779
Nacogdoches County,TX,050,3,7,48,347,2451520148,89745988,64524,27406
Navarro County,TX,050,3,7,48,349,2614922711,197639165,47735,20234
Newton County,TX,050,3,7,48,351,2418212417,15672105,14445,7142
Nolan County,TX,050,3,7,48,353,2362061553,5052677,15216,7152
Nueces County,TX,050,3,7,48,355,2171658351,847226454,340223,141033
Ochiltree County,TX,050,3,7,48,357,2376642415,1331778,10223,4062
Oldham County,TX,050,3,7,48,359,3886363298,2338030,2052,841
Orange County,TX,050,3,7,48,361,864197805,118779621,81837,35313
Palo Pinto County,TX,050,3,7,48,363,2465126895,87327962,28111,15214
Panola County,TX,050,3,7,48,365,2076521423,50644794,23796,10920
Parker County,TX,050,3,7,48,367,2339997883,17135889,116927,46628
Parmer County,TX,050,3,7,48,369,2281204393,11344140,10269,3799
Pecos County,TX,050,3,7,48,371,12338306457,2532276,15507,5585
Polk County,TX,050,3,7,48,373,2737858277,136147278,45413,22683
Potter County,TX,050,3,7,48,375,2352666798,35275220,121073,47271
Presidio County,TX,050,3,7,48,377,9985016638,1773160,7818,3825
Rains County,TX,050,3,7,48,379,594278071,76082424,10914,5269
Randall County,TX,050,3,7,48,381,2360887059,28191926,120725,51587
Reagan County,TX,050,3,7,48,383,3044015959,1792716,3367,1372
Real County,TX,050,3,7,48,385,1810906179,2346315,3309,2599
Red River County,TX,050,3,7,48,387,2684724244,52208060,12860,6826
Reeves County,TX,050,3,7,48,389,6825588429,17396749,13783,4640
Refugio County,TX,050,3,7,48,391,1995440836,123798787,7383,3726
Roberts County,TX,050,3,7,48,393,2393298505,346847,929,439
Robertson County,TX,050,3,7,48,395,2216209138,25046086,16622,8484
Rockwall County,TX,050,3,7,48,397,329020647,56154384,78337,27939
Runnels County,TX,050,3,7,48,399,2721933935,15930080,10501,5298
Rusk County,TX,050,3,7,48,401,2393217679,37244181,53330,21191
Sabine County,TX,050,3,7,48,403,1272694571,220821460,10834,7988
San Augustine County,TX,050,3,7,48,405,1374395555,159647152,8865,5342
San Jacinto County,TX,050,3,7,48,407,1474331589,151948930,26384,13187
San Patricio County,TX,050,3,7,48,409,1796028941,37539463,64804,26521
San Saba County,TX,050,3,7,48,411,2940404691,8072103,6131,3177
Schleicher County,TX,050,3,7,48,413,3394517068,87401,3461,1489
Scurry County,TX,050,3,7,48,415,2345088415,5439993,16921,6963
Shackelford County,TX,050,3,7,48,417,2367989977,3268197,3378,1754
Shelby County,TX,050,3,7,48,419,2060551461,101096376,25448,11873
Sherman County,TX,050,3,7,48,421,2390650564,428754,3034,1252
Smith County,TX,050,3,7,48,423,2386555662,73211865,209714,87309
Somervell County,TX,050,3,7,48,425,482937084,14222771,8490,3674
Starr County,TX,050,3,7,48,427,3168018574,15302285,60968,19526
Stephens County,TX,050,3,7,48,429,2322492721,64133847,9630,4938
Sterling County,TX,050,3,7,48,431,2391727824,167453,1143,615
Stonewall County,TX,050,3,7,48,433,2373240591,10177654,1490,928
Sutton County,TX,050,3,7,48,435,3765651337,1277067,4128,2031
Swisher County,TX,050,3,7,48,437,2305501907,27278704,7854,3221
Tarrant County,TX,050,3,7,48,439,2236735560,100223390,1809034,714803
Taylor County,TX,050,3,7,48,441,2371267567,9721168,131506,55750
Terrell County,TX,050,3,7,48,443,6107258291,105938,984,700
Terry County,TX,050,3,7,48,445,2302083249,5443913,12651,4828
Throckmorton County,TX,050,3,7,48,447,2363499284,7586203,1641,1079
Titus County,TX,050,3,7,48,449,1051675541,50735856,32334,12054
Tom Green County,TX,050,3,7,48,451,3941889598,48104792,110224,46571
Travis County,TX,050,3,7,48,453,2564612388,84967219,1024266,441240
Trinity County,TX,050,3,7,48,455,1796435449,52733267,14585,8713
Tyler County,TX,050,3,7,48,457,2394445956,28806206,21766,10579
Upshur County,TX,050,3,7,48,459,1509825676,24998197,39309,16613
Upton County,TX,050,3,7,48,461,3215013323,464312,3355,1548
Uvalde County,TX,050,3,7,48,463,4019520455,17322264,26405,10811
Val Verde County,TX,050,3,7,48,465,8144863995,227711342,48879,18651
Van Zandt County,TX,050,3,7,48,467,2182211358,44167094,52579,22817
Victoria County,TX,050,3,7,48,469,2284739169,17334151,86793,35417
Walker County,TX,050,3,7,48,471,2030987606,44898006,67861,24058
Waller County,TX,050,3,7,48,473,1329777937,11365575,43205,15839
Ward County,TX,050,3,7,48,475,2164200161,624207,10658,4694
Washington County,TX,050,3,7,48,477,1564232347,46094330,33718,15514
